estate_ID,address_lat,address_lon
1139655004,50.0838833105467,14.4133421923236
3511992668,50.080469626134,14.4061620741374
1355419996,50.0571256408022,14.5214539388494
808505436,50.0707324908177,14.4166967941075
3701674332,50.0366156586462,14.3834317079403
3060896092,50.0687429821249,14.4629127718933
3758559580,50.0687429821249,14.4629127718933
1394352476,50.070097713394,14.4871784052252
1503859036,50.0366156586462,14.3834317079403
69734748,50.0804526298996,14.455695147354
1272590684,50.0810795927768,14.4061173863191
1872957788,50.0366156586462,14.3834317079403
2955333980,50.0545687979295,14.4950268554493
28053852,50.0835493857,14.4341412988
3354857820,50.0464319198103,14.4931755378309
4272935260,50.0795193944524,14.4139822626427
139661660,50.05148068,14.34497627
3962900828,50.0245020688367,14.4554060842837
2868646236,50.107360224797,14.5679746298699
878711132,50.1265757383398,14.4324868712254
1968050524,50.0490210400732,14.5479834956973
2530484572,50.0426119173669,14.4526395146432
2906263900,50.1002185091819,14.4370893776336
218964316,50.076692007641,14.4144058227539
834736476,50.041769761251,14.3959217488256
3442311516,50.0721519232469,14.4726078928349
3696628060,50.101847466268,14.4500364390058
2021314908,50.0459030468306,14.4528214786807
2274562396,50.0467,14.3216
2702512476,50.0587,14.3295
801251676,50.1120910644531,14.3920202255249
2070155612,50.0726410671971,14.4737892387924
1266131292,50.0786938422023,14.4081442508051
1809387868,50.0721519232469,14.4726078928349
873533788,50.1100336,14.5250956
3026510172,50.1060872914601,14.4766720775311
2622886236,50.0815817944192,14.4425075019582
379916636,50.1373742547945,14.5094695297157
2205229404,50.0783996582031,14.4873399734497
693829980,50.1276092529297,14.4156303405762
1206194524,50.0509839519983,14.34007180034
2367951196,50.0082818607214,14.4531859094045
1383276892,50.0628413605691,14.3795018687521
2436497756,50.057124536549,14.521454869157
3421774172,50.1301773452437,14.4943942458601
49226076,50.0698585510254,14.4737501144409
1802113372,50.041769761251,14.3959217488256
4127203676,50.122120853933,14.5042793103571
788771164,50.1011385709816,14.4001215064736
2069967196,50.0902633333,14.3257013889
3236106588,50.087489,14.4070616
364515676,50.0310845279731,14.3679851462681
574894428,50.0941979224611,14.4473932200506
1934758236,50.0765781821762,14.4229776954674
3648495964,50.0786938422023,14.4081442508051
366547292,50.0721519232469,14.4726078928349
2657358172,49.9932215,14.4333222
1639440732,50.1027391572611,14.4370079755797
3142725980,50.0754553613726,14.4380608252063
469766492,50.0762923678235,14.4519796293286
388809052,50.1060872914601,14.4766720775311
2497253724,50.0721519232469,14.4726078928349
1018728796,50.1027252630969,14.552160990899
1194115420,50.1060872914601,14.4766720775311
20578652,50.070292,14.480002
613687644,50.0933906172541,14.3538115132635
3514048860,50.0903870285267,14.4511191875695
1267519836,50.1039113526391,14.4002094319678
1180369244,50.067261,14.400325
4175962460,50.0795201886121,14.4139836133468
634982748,50.0664202360258,14.4558229833771
3715989852,50.0721519232469,14.4726078928349
2682638684,50.1060872914601,14.4766720775311
1892163932,50.143492009343,14.433630063263
2536292700,50.1060872914601,14.4766720775311
935842140,50.0664062902346,14.4186939752654
200937820,50.0211745888803,14.4536622754438
241680732,50.074857516292,14.4141464544415
139448668,50.063385,14.290484
3357745500,50.0317158600104,14.5970855685993
3246125404,50.0902633333,14.3257013889
3566408028,50.0722308492747,14.5098304973969
4023652700,50.0990326404092,14.3623364529942
432607580,50.0721519232469,14.4726078928349
3060343132,50.0840251490327,14.4311797206988
