prop_id,req_url,lat,lon,price_sq_meter
572203356,"http://cenovamapa.eu/?do=getprice&p=(50.0548795, 14.3550817)&zoom=12&t=byty-prodej",50.0548795,14.3550817,42432
1804996956,"http://cenovamapa.eu/?do=getprice&p=(50.0182241005921, 14.5221518281055)&zoom=12&t=byty-prodej",50.0182241005921,14.5221518281055,68092
1007489372,"http://cenovamapa.eu/?do=getprice&p=(50.1353702486606, 14.4723619437315)&zoom=12&t=byty-prodej",50.1353702486606,14.4723619437315,46495
1762660700,"http://cenovamapa.eu/?do=getprice&p=(50.1038485337026, 14.4318317631335)&zoom=12&t=byty-prodej",50.1038485337026,14.4318317631335,47286
3011907932,"http://cenovamapa.eu/?do=getprice&p=(50.0538898211354, 14.3662336266487)&zoom=12&t=byty-prodej",50.0538898211354,14.3662336266487,58704
322507100,"http://cenovamapa.eu/?do=getprice&p=(50.0881376109746, 14.367299699695)&zoom=12&t=byty-prodej",50.0881376109746,14.367299699695,55342
1059836252,"http://cenovamapa.eu/?do=getprice&p=(50.0403099060059, 14.4388799667358)&zoom=12&t=byty-prodej",50.0403099060059,14.4388799667358,63892
3136033116,"http://cenovamapa.eu/?do=getprice&p=(50.0413359981, 14.5585184617)&zoom=12&t=byty-prodej",50.0413359981,14.5585184617,49597
240525660,"http://cenovamapa.eu/?do=getprice&p=(50.077994, 14.406175)&zoom=12&t=byty-prodej",50.077994,14.406175,38395
3667140956,"http://cenovamapa.eu/?do=getprice&p=(50.0835493857, 14.4341412988)&zoom=12&t=byty-prodej",50.0835493857,14.4341412988,80635
2842046812,"http://cenovamapa.eu/?do=getprice&p=(50.063639, 14.473661)&zoom=12&t=byty-prodej",50.063639,14.473661,54772
797188444,"http://cenovamapa.eu/?do=getprice&p=(49.9730453, 14.4319725)&zoom=12&t=byty-prodej",49.9730453,14.4319725,40957
2822779228,"http://cenovamapa.eu/?do=getprice&p=(50.0355796813965, 14.4149799346924)&zoom=12&t=byty-prodej",50.0355796813965,14.4149799346924,48039
3601801564,"http://cenovamapa.eu/?do=getprice&p=(50.1419169252332, 14.518788341568)&zoom=12&t=byty-prodej",50.1419169252332,14.518788341568,58413
1366630748,"http://cenovamapa.eu/?do=getprice&p=(50.1036, 14.5093)&zoom=12&t=byty-prodej",50.1036,14.5093,48068
2605719900,"http://cenovamapa.eu/?do=getprice&p=(50.124006, 14.483607)&zoom=12&t=byty-prodej",50.124006,14.483607,53692
988615004,"http://cenovamapa.eu/?do=getprice&p=(50.0767405986108, 14.4660249307313)&zoom=12&t=byty-prodej",50.0767405986108,14.4660249307313,43822
2119577948,"http://cenovamapa.eu/?do=getprice&p=(50.1106030456065, 14.5174803249774)&zoom=12&t=byty-prodej",50.1106030456065,14.5174803249774,50867
3332051292,"http://cenovamapa.eu/?do=getprice&p=(50.0710198524665, 14.3875086288987)&zoom=12&t=byty-prodej",50.0710198524665,14.3875086288987,48625
53031260,"http://cenovamapa.eu/?do=getprice&p=(50.0863505559, 14.4433481604)&zoom=12&t=byty-prodej",50.0863505559,14.4433481604,70179
1153311068,"http://cenovamapa.eu/?do=getprice&p=(50.108197, 14.601911)&zoom=12&t=byty-prodej",50.108197,14.601911,54772
2192843100,"http://cenovamapa.eu/?do=getprice&p=(50.128273, 14.5023794)&zoom=12&t=byty-prodej",50.128273,14.5023794,55569
517194076,"http://cenovamapa.eu/?do=getprice&p=(50.0690498352051, 14.3520002365112)&zoom=12&t=byty-prodej",50.0690498352051,14.3520002365112,50036
4129952092,"http://cenovamapa.eu/?do=getprice&p=(50.042974318643, 14.4944731025765)&zoom=12&t=byty-prodej",50.042974318643,14.4944731025765,59302
3914318172,"http://cenovamapa.eu/?do=getprice&p=(50.153307413208, 14.5287574988712)&zoom=12&t=byty-prodej",50.153307413208,14.5287574988712,35653
211034460,"http://cenovamapa.eu/?do=getprice&p=(50.0835493857, 14.4341412988)&zoom=12&t=byty-prodej",50.0835493857,14.4341412988,49921
361369948,"http://cenovamapa.eu/?do=getprice&p=(50.0318383817511, 14.5394841416232)&zoom=12&t=byty-prodej",50.0318383817511,14.5394841416232,54772
954011996,"http://cenovamapa.eu/?do=getprice&p=(50.1250739546491, 14.5004907550136)&zoom=12&t=byty-prodej",50.1250739546491,14.5004907550136,41059
287773020,"http://cenovamapa.eu/?do=getprice&p=(50.062, 14.4463)&zoom=12&t=byty-prodej",50.062,14.4463,50036
54071644,"http://cenovamapa.eu/?do=getprice&p=(50.0881376109746, 14.367299699695)&zoom=12&t=byty-prodej",50.0881376109746,14.367299699695,57733
1548755292,"http://cenovamapa.eu/?do=getprice&p=(50.1044573973664, 14.5518719333853)&zoom=12&t=byty-prodej",50.1044573973664,14.5518719333853,63892
4161802588,"http://cenovamapa.eu/?do=getprice&p=(50.1038485337026, 14.4318317631335)&zoom=12&t=byty-prodej",50.1038485337026,14.4318317631335,49330
747905372,"http://cenovamapa.eu/?do=getprice&p=(50.0835493857, 14.4341412988)&zoom=12&t=byty-prodej",50.0835493857,14.4341412988,58704
1720201564,"http://cenovamapa.eu/?do=getprice&p=(50.06566994055, 14.5523057745921)&zoom=12&t=byty-prodej",50.06566994055,14.5523057745921,54772
1093013852,"http://cenovamapa.eu/?do=getprice&p=(50.0955466376524, 14.454406351175)&zoom=12&t=byty-prodej",50.0955466376524,14.454406351175,53928
3256422748,"http://cenovamapa.eu/?do=getprice&p=(50.08367, 14.4819967)&zoom=12&t=byty-prodej",50.08367,14.4819967,59512
4249862492,"http://cenovamapa.eu/?do=getprice&p=(50.153307413208, 14.5287574988712)&zoom=12&t=byty-prodej",50.153307413208,14.5287574988712,54632
3075805532,"http://cenovamapa.eu/?do=getprice&p=(50.1026651374783, 14.5082268118858)&zoom=12&t=byty-prodej",50.1026651374783,14.5082268118858,49921
1639780700,"http://cenovamapa.eu/?do=getprice&p=(50.0898821322384, 14.4893540253114)&zoom=12&t=byty-prodej",50.0898821322384,14.4893540253114,53692
3912896860,"http://cenovamapa.eu/?do=getprice&p=(50.046606, 14.549011)&zoom=12&t=byty-prodej",50.046606,14.549011,47350
1562624348,"http://cenovamapa.eu/?do=getprice&p=(50.0705909174208, 14.4577094491355)&zoom=12&t=byty-prodej",50.0705909174208,14.4577094491355,42432
3222614364,"http://cenovamapa.eu/?do=getprice&p=(50.0873519444, 14.4571036111)&zoom=12&t=byty-prodej",50.0873519444,14.4571036111,59479
1525952860,"http://cenovamapa.eu/?do=getprice&p=(50.1179703475469, 14.4268315341851)&zoom=12&t=byty-prodej",50.1179703475469,14.4268315341851,42581
2036928860,"http://cenovamapa.eu/?do=getprice&p=(50.10498046875, 14.5836200714111)&zoom=12&t=byty-prodej",50.10498046875,14.5836200714111,73396
731955548,"http://cenovamapa.eu/?do=getprice&p=(50.1060981750488, 14.4534597396851)&zoom=12&t=byty-prodej",50.1060981750488,14.4534597396851,37249
3396481372,"http://cenovamapa.eu/?do=getprice&p=(50.0528042529794, 14.5437098053913)&zoom=12&t=byty-prodej",50.0528042529794,14.5437098053913,60282
3142394204,"http://cenovamapa.eu/?do=getprice&p=(50.0471875085062, 14.3028452006948)&zoom=12&t=byty-prodej",50.0471875085062,14.3028452006948,42432
1016340828,"http://cenovamapa.eu/?do=getprice&p=(50.0835493857, 14.4341412988)&zoom=12&t=byty-prodej",50.0835493857,14.4341412988,48575
